// Otomatik olusturulan dosya

RM_67b7bc4b-73bc-4c49-be8a-93180e2e323e = "Adini bir daha söyleme... Almanya'da Dog Goblin ile ikinci karsilasmasindan kurtulan tek kisi olan Charity Copper, büyüdügü küçük Ortabati kasabasina geri döner. . Burada hayat daha yavas... ta ki Charity onun ve Köpek Goblin'in geçmisinin onun düsündügünden daha baglantili oldugunu anlayana kadar - ve adam öldürmeyi henüz bitirmemis! R. 1992."
RM_a0a36c4f-0b8e-4bb2-81ae-4c8c031c84fa = "Merhaba anne, seni tekrar görmek ne güzel!"
RM_eb962e37-c00c-4435-82b6-3b1c84277be7 = "Ah Hayirseverlik, seni uzun zamandir görmedik!"
RM_c9574855-6624-4efd-9317-563436ccc41e = "Ama elektrikli pençeli o seyle karsilasmalarinizdan sag çikmaniza çok sevindim."
RM_79e30846-7d41-4889-b77e-138f912f5d53 = "Umarim artik bunlarin hepsini geride birakabilirim. Küçük bir kasabada sakin bir hayat yasa."
RM_115b6b63-64ff-4c25-bc64-1436135f13c7 = "Ah, yeni bir havuz mu insa ettiniz? Içinde ayin yansimasini görebiliyorum."
RM_2c75c542-cdce-4a9b-91f3-ea458c3e4568 = "*köpek havlamasi*"
RM_6d40f3c1-dd02-46fb-9464-d9335e0275c1 = "Ah, küçük adam kim?"
RM_2a694d3f-0eb5-42cc-9d66-6b839371c13f = "Ah, o babanizin geçen hafta buldugu küçük köpek yavrusu."
RM_d4b37868-12cd-4fa8-a196-81992343de78 = "Boynunda bir etiket vardi. Adi Goblin."
RM_15f3b35b-3629-44e4-97a5-9bb0ce2f03aa = "Köpek, Cin?"
RM_2080135f-f6c3-4e76-a2b6-3c5610b6b964 = "Evet, dogru. O bizim yeni köpegimiz Goblin."
RM_9eee9691-db87-4a67-896a-f1e0af3b3c6a = "Köpek Cin?"
RM_1d23daa3-d422-4459-b795-9fa5c31ab6d9 = "Hayir tatlim. O bizim köpegimiz Goblin dedim."
RM_84fe459e-e611-4b07-b8ca-06a495a43586 = "<çiglik ve ciyaklama>"
RM_1de27d64-216e-4e8d-a07a-54f505e1d584 = "Ah hayir! Bu nasil devam edebilir?"
RM_9d3e7ac6-80c3-4815-97c6-edee8371ad4d = "<küçük kasaba aci ve ölüm sesleri>"
RM_a838ac71-0eb0-403c-a583-71d2aa9a9661 = "VHS: Köpek Cin IV"
RM_245d3f67-6a64-4d1c-9276-33f8224bbab4 = "Köpek 4oblin: Sifir Yerçekimi"
RM_8e915509-2c25-4255-b496-5cf2fcc4987d = "Lütfen adini söylemeyi birakin... Dog Goblin ile üç karsilasmadan sag kurtulan Charity Copper, çocukluk hayalinin pesinden gider ve astronot olur. Dünyanin çok yukarisindaki yeni Multination Uzay Istasyonuna gidiyor , Charity, Köpek Goblin'in onu burada takip etmesinin hiçbir yolu olmadigini biliyor... 1993. Siddet ve kisa süreli çiplaklik için R."
RM_664086c8-ab8e-4a1d-b115-0d6ea8d8027f = "Yer Kontrolüne Bagis Bakiri. Simdi Çok Uluslu Uzay Istasyonuna giriliyor."
RM_cc829de2-2c6b-4d2f-a63b-120584244d10 = "Gemiye hos geldiniz Binbasi Copper! Ben Kaptan Asimov. Uzaya ilk gelisiniz mi?"
RM_3c56d8bb-4b17-45e4-b221-541aa0f370a3 = "Evet efendim! Bu bir rüyanin gerçeklesmesi."
RM_87434e62-2841-4c66-b78a-339f632462a0 = "Da, da. Sana olanlari duyduk ama merak etme..."
RM_e4c4d2b6-5efd-4484-beba-6731e3567b58 = "...uzayda Köpek Cinsi yok."
RM_fee04399-0676-4b40-bf31-06b99910697d = "Bütün duymam gereken buydu."
RM_dd8f12bd-3fb9-4e65-ab5b-c01836345ca8 = "Buraya, pencereye gelin. Dünyanin karanlik tarafindayiz."
RM_c81fe5af-aa09-4d8e-a637-882594ac19a8 = "Vay canina, okyanusta yansiyan ay çok büyük görünüyor."
RM_810a199a-8b29-4d33-bf8a-bdd11f306d39 = "Evet, endiselenecek Köpek Goblinleri yok, gördünüz mü? Köpek Cin, ha!"
RM_da020732-44ba-4245-8525-66c0d9d80250 = "Köpek Goblin'den bahsetmeyi birakmaliyim. Bir daha Köpek Cin demeyecegim."
RM_e0a0909d-85bf-4212-a9ac-ad5f0f27c0f2 = "<uzay istasyonunda ürkütücü çiglik yankilaniyor>"
RM_a239546a-4d8b-493c-be54-1d1d8b390a86 = "O neydi?"
RM_3379a722-edb7-48b2-bd88-7867efc67b55 = "Ne oldugunu biliyorum."
RM_7234a5fb-62df-4150-8b7c-30450ce3ed38 = "Uzay bana ait, seni orospu çocugu Köpek Cin!"
RM_a4e279f0-a3c8-4189-94e3-d66cbc6ba405 = "UZAY BANA AIT!"
RM_91f1a131-b5f4-4724-bbee-2ecc76163c97 = "*uzay av tüfegi yüklemesi*"
RM_38b21c87-6043-473c-a3a4-1edaab425cdc = "<uzayda aci ve ölüm sesleri>"
RM_cab50ea8-a979-4488-b39c-46ac1f0cc0fe = "VHS: Hortlak Durduruculari"
RM_1a82cbd9-712a-480a-b0d6-351d12e7192f = "Ghoul Durduruculari"
RM_60f71497-b69b-4397-966f-8d572d026eaa = "Bir metro seferi ters gittikten sonra New York hortlak avlama isletmesi kapatilirken, Ted, John ve Harold hortlaklarin var oldugunu ve onlari durdurabilecek tek kisinin Ghoul Stopper oldugunu kanitlamak zorundadir. sehri ele geçirmeden önce onlari. 1984. korku unsurlari, kaba komedi için PG-13."
RM_ea2132a3-1333-4422-a975-e78178eb3d8e = "...Sorun degil."
RM_1e5df50a-1634-4f36-934b-abd168626eb8 = "Bu nasil iyi John?"
RM_8d45d418-12f4-4a5f-a3f3-e7bd5949f7d6 = "Gölgebasinin ne dedigini duymadin mi Ted?"
RM_109adb1b-20d9-4d56-9a9b-04aa0cada324 = "Yalnizca bizim düsüncelerimize dayanarak bir seyler yaratabilir."
RM_5a10c9c8-c487-4877-b5a1-e9a471444950 = "Öyleyse tek yapmamiz gereken kafamizi bos tutmak."
RM_a2683964-d314-4823-a1a5-c13e69feb01a = "Dünyadaki en kolay sey."
RM_ce82363e-3924-4918-bca9-3d850fa37e28 = "<uzaklardan gelen ayak sesleri>"
RM_78ec1173-924a-4c1a-8759-0ed1cd8855cf = "Senin için en kolayi belki. Düsüncelerden nasil kurtulacagiz?"
RM_4f94b2a6-138f-4964-ab99-f37b22a4608d = "TÜM DÜSÜNÜLMEMIS Ted. Sadece canlilarin düsünceleri."
RM_6a9557a3-9bab-4ea1-8d36-062c953b91d3 = "Daglari, nehirleri düsünün..."
RM_0a54163c-22ed-4c8d-9f4d-1c3a6cf5b2af = "...Ah, çocuklar..."
RM_8671a11b-9f33-4bda-a05e-7a43641e2bbb = "...bir kase yulaf ezmesi, muz kabuklari..."
RM_2b49ae2f-e803-4569-bd7c-95df41dcbbb3 = "<biraz daha yakin ayak sesleri>"
RM_358f2a69-4a53-407e-8696-dd91c11899db = "Bu çatidan hemen inmemiz gerekiyor."
RM_7e58719f-854c-4bf5-9b5d-f50a3a97e040 = "Ihtiyacimiz olan-"
RM_a47800be-92fe-4dc6-a122-6d2e62fa0e68 = "GUYS! Artik çok geç. Aklima bir sey geldi."
RM_edf4ba53-3a83-46f6-82b8-8f9f455ab48d = "NE YAPARSINIZ?"
RM_46ec227a-6986-46ae-901d-ccad6b5698ca = "Ne düsündün Harold?"
RM_e0a0fece-2a97-4b5e-9723-b8dc5423727a = "Elimde degildi! Bir sey düsünecegimi biliyordum..."
RM_7ece44dc-48cb-4cd5-ac4f-2a9025a178e0 = "...bu yüzden bildigim en sevimli, en yumusak, en tatli seyi düsündüm..."
RM_27eb1c1c-7e86-4308-8364-ac09a55a8e05 = "...bizi asla ama asla incitmeyecek bir sey."
RM_aed7c4bc-dfee-4937-952c-544f8770b302 = "Rakun Sporfo."
RM_e7ac7518-80f5-4a33-8c44-ad20e1184f88 = "<yakindan gelen ayak sesleri, binalar devrilirken rakun çigliklari>"
RM_002fec46-caa9-4b42-962e-e7a99e76fde9 = "VHS: Yavas Inis"
RM_58288f18-aed3-487f-8b2d-726890c858d7 = "Yavas Inis"
RM_b324f5df-622c-464e-909b-6b33ae80fc68 = "Uzak bir ormanda gizemli dev bir sarmal tünel açildiginda, yetkililer ve bilim adamlari bunu açiklamakta zorlanirlar. Bir askeri ekip kaybolunca ve dünyanin dört bir yanindan uhrevî radyo sinyalleri alindiktan sonra, bir sanatçi ve bir sair arastirmak üzere tünele gönderilir.Sovyet yönetmen Andrei Solonitsyn'in agir tempolu, 1979 basyapiti.PG."
RM_7454f278-5057-4a5e-957f-43a27d16be36 = "Bir adin var mi sair?"
RM_fd201651-c213-401e-85ba-5684b6bd5f29 = "Rizam olmadan vaftiz edildim."
RM_f6852370-d14e-4470-b7f8-3897693564c9 = "Ben asla Tanri'yi istemedim. Ve asla bir isim de istemedim. Bu yüzden Sair olarak gidecegim."
RM_09351bf3-1be7-472c-876a-98eaa35dc6d5 = "Iyi."
RM_10f6db3c-800d-4a1b-b828-74a0de83da3a = "O zaman Sanatçiya göre gidecegim."
RM_3ad0e270-5086-443f-b6c2-6c818c50505d = "Ne kadar derine gidersek gidelim, tünel asla kararmaz."
RM_c73c53cd-40ae-4aa0-bfdd-8ede39955ac7 = "Aptal Sanatçi. Gözlerinizi kapatirsaniz hava kararir."
RM_82eb8a8e-a1fd-462d-b156-01076812ab03 = "Gözlerini kapat Sair, tünel benim için aydinlik kalacak."
RM_ff3ed4c7-3639-419b-885e-51ca20abb1d9 = "<damlayan su>"
RM_3033aa7c-49f3-41f0-bcef-a5ece5a41d81 = "Evet, ama yakinda geride kalacagim ve bensiz siz de yolunuzu kaybedeceksiniz."
RM_db648b5f-f1af-4eed-9955-976afff6f4b9 = "Geride kalmaniza izin vermeyecegim. Kör olsaniz bile."
RM_a40b49f4-36ce-4601-acce-8d012850344c = "Güzel sözler ama onlara inandigimdan emin degilim..."
RM_283962dd-56a1-44f8-9fb0-3aa184a0ec32 = "<uzak çiglik yankilari>"
RM_65585ef5-d8cf-49a5-a6b2-b5ee5f726920 = "Bir nezaketsizlik."
RM_b90244a9-4014-4bd3-9610-e09e1c919fa5 = "Sevgili Tanrim, Cehenneme mi iniyoruz?"
RM_a946da39-a17b-4257-acf2-27bf42e7781f = "Siz Allah'i inkar edenler Cehennemden korkar misiniz?"
RM_dc812839-f142-4e5d-8a7f-87b0d976d71e = "Tanriyi reddediyorum. Ama cehennem gerçektir. Bunu her aptal bilir."
RM_72d12ac0-42ef-4953-93dc-c1e7b86006a8 = "Tek umudum Cehennemden geçip diger tarafa geçmek."
RM_0162de2c-653e-4ed9-a08f-e7ab57b794a4 = "Umut edebilecegimiz baska bir sey var mi?"
RM_562697c8-9b01-4c26-b5c7-d1820a30e95a = "VHS: Karanlik Ajan"
RM_e2ba68d1-0da1-4edd-b4d2-caf3fd13f741 = "Karanlik Ajan"
RM_37dcd8e5-92a6-4723-9c1d-f9da29f3d897 = "Daha sert, daha karanlik John Spiral (George Nelson), en iyi arkadasi kokain yakitli bir lazer tarafindan parçalandiktan sonra Güney Amerika uyusturucu karteline karsi intikam görevine çikar. 1987. R olarak derecelendirildi. siddet."
RM_f3c30550-4849-4211-82fb-bdb68520849a = "Rex? Hayir! Ne oldu? Bunu sana kim yapti?"
RM_51005fef-b11e-40dd-b105-5c7a9422f982 = "John... John, o... uyusturucu baronu Pablo Estevez'di."
RM_a5f4fcf7-69d6-4d5a-b7a0-2ec3a653040e = "O...kokainle çalisan bir lazerle bacaklarimi kesti..."
RM_67124b69-89fb-4738-8118-537b7efef900 = "Rex? Benimle kal? Rex!!!"
RM_1ed32b5f-2d65-47c6-b022-eb7e88ca12a1 = "Bir gringoya neden güveneyim, ha?"
RM_983af741-c2ee-48d2-a525-c14ef72526cd = "Buraya girmek için biraz kojonunuz var. Su anda sizi öldürebilirim..."
RM_99c1e3b9-e70c-4469-8159-68f1337b16bb = "Benim adim Spiral, Bay Estevez. John Spiral."
RM_daecc6ef-d6e5-4e34-bf2d-82202809312a = "Eskiden Ingiliz hükümeti için çalisiyordum."
RM_5c972c0d-ac33-4d58-9d1a-8540ab144960 = "Ve yeni basilmis bir serbest çalisan olarak size hizmetlerimi sunuyorum."
RM_b62927b4-6224-481c-ada4-ea63b7c34952 = "Biz kan kardesiydik Spiral! Sana güvenmistim. Bana nasil ihanet edersin?"
RM_c919a437-c783-4ad4-80d9-aea594d3b4d0 = "Asla senin için çalismadim, Estevez."
RM_8bae5e25-50b4-4e5f-9fd9-b06546933133 = "Buraya seni öldürmeye geldim."
RM_15b8c65e-7474-4878-b0d7-6c1e52af7371 = "En iyi arkadasimin bacaklarini kokainle çalisan bir lazerle kestiniz."
RM_bd29f6c4-165f-4aaf-90bc-a767934bb7fc = "Simdi size ayni nezaketi gösterecegim..."
RM_d565bfb1-da23-45c9-9d58-daea5ceae2f7 = "<kokain lazer viziltisi>"
RM_2132047b-ec54-4a66-8e4e-a8d96b1b1c3a = "*Estevez çiglik atiyor*"
RM_9906a546-cc3c-4740-b221-41db1b489c14 = "Ben buna düsük darbe derim..."
RM_af82dc80-6f4b-43f3-9236-6f5f48c7a142 = "VHS: Timbergap Malikanesi"
RM_b384b707-ae8e-4e4c-b781-14612bf5b5c2 = "Timbergap Malikanesi"
RM_feba4a15-8329-4040-b004-6ec850e17266 = "19. yüzyilin sonlarinda Ingiltere'de uysal bir usak olan Bay Stephen Simpson, efendisinin kizina asik olur. Ancak sosyal adetler ve Simpson'in görev duygusu, romantizmi bir maceraya dönüstürür. trajedi. 1992. Hafif cinsellik için PG olarak derecelendirildi."
RM_f7a60aff-a321-47ac-b89a-a8dfed42d771 = "Günaydin Bayan Irwin. Merak ettigim için beni bagislayin ama dün gece sizi duydum..."
RM_247a8342-ec40-402e-b684-f975c9cda362 = "Ah, Bay Simpson, bu dogru. MacDonald ile olan dügünüm iptal."
RM_cab697ab-60c8-4f6f-a6d5-c45140770167 = "Babamin bana baska bir küstah ayarlayacagina hiç süphe yok..."
RM_50acd09f-e14a-47b8-baf9-08aeb44c8450 = "Ah, umarim degildir Bayan Irwin. Sözlerinizi dikkate alacagindan eminim."
RM_1c62fbfb-f795-4b20-9d5d-45af951c57de = "Belki de babamin sadik usagi seninle evlenmeliyim."
RM_9d6e48ab-3e96-4bdb-9401-6b17024164e9 = "Ah evet, saka gibi Bayan Irwin. Izin verirseniz büfenin tozunu almam gerekiyor..."
RM_087c7d95-2c29-47f7-a6bf-ff1df872e024 = "Simpson, Maisie ile kilerde çay içtigini biliyorum."
RM_64da81b7-cb00-40a9-b473-506251aa0e85 = "Lordum, beni bagislayin. Ben sadece acinizi paylasiyorum."
RM_320a9537-1493-41e1-911b-0c854f0bb67b = "MacDonald olayi onu oldukça kötü etkiledi."
RM_fd96896f-19c8-4e51-98f5-b1562115f8bc = "Bu seni ilgilendirmez Simpson. Kizimla gayri resmi görüsme yok. Anlasildi mi?"
RM_8787dcac-26f3-4d03-95ee-3aa4358c8445 = "Simdi gidiyorum Stephen. Sonsuza dek."
RM_d47dccbc-2219-45e9-9dde-9b172d69787a = "Lütfen Bayan Irwin. Adimi kullanmayin. Babaniz duyarsa..."
RM_216e22f2-d022-4f85-b1f6-6cb1a4f6d1e5 = "Babami unut Stephen. Onu birak. Benimle gel. Benimle ol."
RM_f64510f6-5dc6-4193-8799-26602b2a2273 = "Bayan Irwin, babanizin isteklerine asla karsi gelemeyecegimi biliyorsunuz."
RM_3e59ecdf-f2bd-43ab-951e-4e9cd68083f8 = "Öyleyse bu mu? Bir ret mi?"
RM_b0aa86dd-1979-4170-8f9c-ec67d5c3f9fe = "Hayir, asla. Ben her zaman ailenin hizmetkari olacagim ve buna sen de dahilsin."
RM_c151fb75-72f0-4f1d-9b25-bd2e87497024 = "Ben bir hizmetçi istemiyorum... <hiçkiriklar>"
RM_9ff0f15f-fe72-4a6a-a34e-9949d75a9015 = "Simdi kahvaltiyi hazirlamam gerekiyor Bayan Irwin."
RM_d21e14df-73bc-48d2-b205-f0bab22654a1 = "Hosçakalin."
RM_37779b42-4de8-4dd6-b49f-6fb820a39232 = "VHS: As Pilot"
RM_7090376e-ba5e-4802-abe1-0a9f46f93c77 = "As Pilotu"
RM_64e585d3-f499-4b9a-bd61-a8ed325da3ce = "ABD Donanmasi pilotu Paulie "Rogue" Santino'nun pervasiz eylemleri en iyi arkadasinin ölümüne neden oldugunda, Donanmaya - ve kendisine - gerçek bir Ace Pilot olarak anilmaya layik oldugunu kanitlamasi gerekir. 1986 .Siddet için PG."
RM_8501af47-f6ab-43b5-b2c3-05d6889f0d6f = "[img=music] Harika rock müzik. [img=music]"
RM_8e982574-5a2d-4f39-9d1d-d6ffaaa75d61 = "Hey Porsuk, bunu izle. El yok!"
RM_74cb9b18-def3-4318-9953-b841e544a955 = "*jet viziltilari*"
RM_e2005ad1-3d6e-4f0b-ac90-8a385c4d763a = "Hey Rogue, o jet Donanma mali. Onu kirdin, satin aldin!"
RM_02361e78-9ffd-49bb-b159-f69c4abbf056 = "Çok fazla endiseleniyorsunuz. Bu sadece bir antrenman. Hadi eglenelim."
RM_3c62e1fb-c408-4eff-908d-5400608e6226 = "O daga senden daha yakin olabilecegime bahse girerim."
RM_dab0719d-6d96-4eed-9bdf-4f789f268400 = "Basliyorsunuz!"
RM_71eee051-59d7-45ab-8f6a-b6d004783d56 = "Ne halt ediyorsunuz Porsuk ve Rogue? Derhal dizilise dönün!"
RM_41bdcd6b-c5df-4b5c-a837-2a6fc5c97c91 = "Oooooo!"
RM_a25fce73-5fd8-4228-a975-2f49c1d50b4e = "Bir sorun var. Kontrollerim yanit vermiyor... Rogue!"
RM_50d7b380-67f5-415c-b381-45cd9ecb3d8c = "<çiglik> *patlama*"
RM_3b6efef7-183c-4697-b3ec-805addf3e611 = "Rozeteeeeeeeer!!!"
RM_b15b2cc7-5a99-476c-9fc7-0c962978644b = "Düsüncesiz hareketlerin dogrudan Badger'in ölümüne yol açti, Rogue."
RM_b47fe5f5-683b-4ddb-8920-1527546958de = "Asla Ace Pilot olamayacaksiniz..."
RM_9b4fd9ff-3a07-4f5d-ac46-d74a6b3b9ff0 = "Efendim, radarda alti... sekiz... on öcü görüyorum!"
RM_f3ad7919-1a9a-4b7a-8be6-548776673ee7 = "Kahretsin, tüm Ace Pilotlarimiz devriyeye çikti!"
RM_2eeda45e-a33a-4490-8808-7f737382b188 = "Biri hariç tümü..."
RM_b1f70ff9-8339-467a-aee5-b7f63f5ba56b = "Saat altida haydut... füze kilidi... kaçiyor!"
RM_5b854fd7-3794-49f3-8957-33d160dc2a0b = "*füze ates eder, jet islik çalar*"
RM_3ff67140-0201-4ed5-b111-efd84fa02862 = "Woooo! Haydut asagi!"
RM_1f50859c-057a-4401-9865-a15ff47ec1c4 = "Onur Madalyaniz için tebrikler, Rogue. Senin hakkinda yanilmisim."
RM_c91818cd-be81-4ae9-a208-ce43faf76a28 = "Sen gerçekten Ace Pilotsun."
RM_3e25ec58-81d6-4ccf-a0f2-a3bbca717be7 = "VHS: Toronto'da Yoruldum"
RM_a50f8837-cd75-458e-8930-c4dd71ac0d8b = "Toronto'da yorgunum"
RM_69e5c173-7f7e-45b5-90bb-1325ca488393 = "Yasli dul Jay Washington, aski bir daha asla bulamayacagina inaniyor, ancak CN Tower'da romantik bir bulusma fikrini degistirmesine neden oldu. PG. 1992."
RM_36a50c2e-a326-4c4d-bc00-ded111cbcb3f = "Annem gideli bes yil oldu baba. Hâlâ bu kadar üzgün olmani istemezdi..."
RM_014323bb-8cbd-45e6-9ab5-3ef882ec29be = "Biliyorum Timmy. Ama o hayatimin askiydi. Onun gibi birini bir daha asla bulamayacagim..."
RM_9b69dac7-8e4d-40bf-9bda-a1746018058f = "Size bir sürprizim var. Size ögretmenlerimden biriyle randevu ayarladim..."
RM_124e47fa-8a4e-487a-8d0b-c53ed05fb20f = "NE yaptiniz?"
RM_8da3aa02-b323-43d2-8c18-89945fb5190e = "Manzara inanilmaz, degil mi Jake?"
RM_2d773e83-f92b-4dff-a9f9-f8937fc41d66 = "Hayatim boyunca Toronto'da bulundum ve CN Kulesi'ne bir kez bile çikmadim."
RM_1d1c51d7-f176-4ee4-842c-ea38edc0f8c1 = "Inanilmaz, sen de öyle... ama ben sadece... Hâlâ yas tutuyorum, Abi."
RM_78d9b109-ef93-4513-abb2-3d1b5c822e64 = "Size ne diyecegim. Bir söz verecegim. Gelecek yil bugün ikimiz de bekar olursak..."
RM_a2ed5ea7-ed81-4beb-9c24-17d207bfa086 = "...burada bulusalim ve gerçekten tekrar deneyelim."
RM_a69123fc-63dd-4fa9-a64f-2276bf599133 = "Bir yil uzun bir süre... Beni unutacagini biliyordum..."
RM_b28a8ea9-3d9b-4ced-a9d6-a33d9c2a1140 = "*asansör sesi*"
RM_9cbcca18-9277-4601-82e5-81fc6469ef2d = "Jay! Hatirladin."
RM_1d28c4a5-993d-42bc-9e8d-a66929bf0971 = "Elbette hatirladim. Peki ya sen ve ben?"
RM_bff6cae1-fdf3-4581-b40d-4c98badb9e67 = "Tabii, neden olmasin?"
RM_182d84d4-5a0d-4b87-9c06-b91bb9126cb1 = "Abi, seni seviyorum!"
RM_4410b2a4-1b07-4db5-a773-2d8ee102ac21 = "*öpüsme sesleri, kahkahalar*"
RM_5db5be4f-5035-40c2-8333-30b398a7fe3f = "VHS: Çok Yanlis"
RM_c4be80e3-bb4f-45f2-b869-4d5d73402de4 = "Tamamen Yanlis"
RM_7e4a47a6-2b72-43f2-9fe6-4a47de46a47c = "Çilgin bir keskin nisanci Seattle'in acimasiz sokaklarinda dolasmaya basladiginda, onu adalete teslim edebilecek yalnizca bir kisi vardir: Tegmen "Pis" Larry Salatch ve güvenilir .44 Magnum'u. R. 1971. "
RM_cc60eb14-589a-454c-9cdf-f98c886f60a1 = "*.44 Magnum çekimi*"
RM_773715bb-597d-4ff2-9e0f-f46b760115a2 = "Pekala pislik, düstün ama gitmedin..."
RM_4e541c01-4515-436a-821a-d9f575d036d2 = "O tabancaya uzanma sansini denemek ister misin?"
RM_09ad16b6-8d83-4b2e-8380-cf290cb84efe = "Bu bir .44 Magnum, çok iyi bir silah..."
RM_34179587-f7a6-47bc-8c29-59793d642503 = "Beyinciginizi kaldirimin her yerine sivayabilir."
RM_eb6b712c-bd1d-47e1-aabd-2abdabfd7a4f = "Alti yuvarlak mermi ve simdiden bes atis yaptim."
RM_132ad51a-406f-4c7e-8092-77319fd0f3a8 = "Yoksa alti miydi?"
RM_225b8e2a-854e-4852-8653-f89584dbe838 = "Saymayi unuttum."
RM_bc5decaf-9f4e-4b74-86d0-861ac43917ec = "Sansin var mi, pislik?"
RM_112ed070-2790-4716-8425-17f3ac755c7a = "Silahi alin ve ögrenin."
RM_47f43fd1-2457-4ce0-ab7b-cc724b4189a0 = "<kikirdar> Sanmiyorum."
RM_524124f2-4f7c-4749-9642-c2171529c252 = "Hey, kazandiniz. Sadece bir sansiniz kaldi mi söyleyin."
RM_a575f64c-fc86-42d9-b4b3-33929d98ea36 = "Tamam."
RM_b0e52496-6fc2-4365-abca-c44751168773 = "Hey, bekle, yapma-"
RM_76d26c84-da23-4e8c-bb84-9a70e1e7487a = "*silah sesleri*"
RM_5ccbb35b-6521-46ed-90e2-fce83b68e162 = "Ogul..."
RM_9eefb201-322e-4ea4-a3d0-7085c82a3005 = "<kikirdar>"
RM_40782a01-f9b9-4dd1-ac33-1e17567b0a5c = "VHS: Annenin Oglan"
RM_245f9a5a-424f-441a-bbf0-b8c6693781cf = "Annenin Oglan"
RM_b0b78d60-cf26-4432-9a0d-312a5883f3ba = "Leah, tacizci kocasindan kaçtiktan sonra otoyol kenarindaki küçük bir motele yerlesir ve bir sonraki hamlesini planlar. Motelin Alfred Yates adinda garip bir genç adam tarafindan isletildigini çok az biliyor - ve daha da yabanci olan annesi. Siyah beyaz. 1959. Derecelendirme PG-13."
RM_1de8b503-994e-42f5-b589-cc9a0260cded = "Afedersiniz, bu motel açik mi?"
RM_9c143ae1-4c38-4eaf-9b9b-b4493196ee72 = "Evet... birçok odamiz var. Yagmurda gelin hanimefendi."
RM_8324db68-2723-462c-8d6a-08392951d7d5 = "Annemi yatirdim. Arka odaya gel. Sana sandviç yapacagim."
RM_4a36d239-d5c2-4b82-8822-4ecffabd9bea = "Ben Alfred. Alfred Yates."
RM_5780192c-dec4-4224-a990-b11116631238 = "Ben Leah. Bos bir odan var mi?"
RM_671d1766-b726-4746-9185-556a8ec2d79a = "Ah evet, eski otoyolu tasidiklari için oldukça fazla."
RM_147c8b95-857a-447d-ab7c-e38d04b87954 = "Aman Tanrim, kesinlikle epeyce doldurulmus hayvanin var."
RM_6fa52c7d-73a1-4e27-ab8c-21352f3bdf24 = "Tahnitçilik... benim hobim. Bir seyler doldurmayi seviyorum. Kargalar, tilkiler..."
RM_335e7f71-08fa-4f42-9021-ca7358cf65fd = "Geldigim...f-buldugum ölü seyler ne olursa olsun..."
RM_1fb128b2-8fe2-4b98-aac4-3145ba0c6e7e = "*akan su, Leah banyoya girerken siçrayin*"
RM_4534b499-428a-4bfd-a196-5f28f73fa66c = "<Leah ugultu> *kapi gicirtilariyla açilir*"
RM_7da2ea7f-bc8a-4070-9002-a12101449d60 = "[img=music] Yogun keman müzigi. [img=music]"
RM_ec907ad7-0891-45c6-83c3-b9fa948046a8 = "<çigliklar> *biçaklama sesleri*"
RM_75f0a962-187a-4448-b8f5-50d77d40b3b8 = "Aman anne... anne! Ne yaptin?!"
RM_99d9ce47-c385-43ab-beaf-ced4c14069c6 = "VHS: Tanca"
RM_8113eff3-6eb2-42b8-a3c3-69f944811b9a = "Tanca"
RM_2f9d5427-bdeb-4548-9777-58bd61a77da1 = "Fas, 1941. Kafe sahibi Sam Jones, Tangier'in kendisi kadar tarafsiz söylemek için elinden geleni yapiyor - ama savas, eski sevgilisi Hannah kiliginda kapisina geliyor. Almanlardan kaçti. Sam'in is meselelerindeki kati tarafsizligi devam edecek mi? 1941. Siyah beyaz. PG."
RM_9c86ec25-9c55-424b-b63a-0e2c6dc65bca = "Ama burada seninle kalmak istiyorum, Sam."
RM_31f50d42-595b-4ea7-8319-3839b69516f5 = "Neye yarar? Bu çilgin dünyada sorunlarimiz bir bezelye yigini degerinde degil."
RM_052fba50-e8f5-4985-8e96-91113599995e = "Oh Sam, askimiz hala degerli."
RM_12d6aef7-eceb-4f8c-a957-42aa0b8e515e = "Benim için simdiden çok sey feda ettiniz - paraniz, kafeniz, gururunuz..."
RM_f5ccb014-cedd-4f7c-a667-deeffb4a41d1 = "Eger uçaga bineceksen bunun on katindan kurtulurum."
RM_d51f47f4-8c72-4b5a-a1c1-3995d5b8a3b5 = "Ama sensiz gidemem. Sinirlar bu gece kapaniyor."
RM_d022c9e9-1a38-41fb-b350-4fdc8d613bae = "Yakinda bir gün beni göreceksin evlat. Aksini düsünme."
RM_a05821a4-9c35-444b-9947-9238aef24112 = "Ama bu gece - simdi gitmezseniz - pisman olacaksiniz."
RM_e81b95ad-a390-479e-be33-53fc8b5f6ffd = "Su anda olmayabilir ama 48 saat verin."
RM_811390f9-f2f8-44a2-bbde-b5856ee35b60 = "Ah Sam. Kendine iyi bak. Lütfen."
RM_6836f2f5-4aa4-4c95-8f73-631cd70681cd = "Simdiye kadar hep yapmak zorundaydim tatlim."
RM_997220cb-53a8-4a06-944f-bf201ee0e0d0 = "*uçak hareket eder ve kalkar*"
RM_71145500-979a-4dd0-8297-af375b193810 = "Sam, atesli seks hayatini geri çevirdin."
RM_058e1351-fbdd-4969-979e-1b4bcf8fc5b3 = "Ama biraz asil göründü."
RM_0443c19a-57e9-4512-be1d-8d0df4185a42 = "Charlie, bu güzel bir arkadasligin sonu."
RM_19988fe9-9b55-4f2d-b7aa-08e3d4012a8e = "VHS: Molly Brown"
