// Archivo generado automáticamente

RM_eac71e48-9472-4f6d-8e42-96b2f9880a82 = "*disparos* *tanque aplastando autos*"
RM_27296566-9937-4c5b-abfb-2e02c002f774 = "Tanques para los recuerdos".
RM_bbc37534-403e-4526-b022-d2e5e23ec248 = "Puede que haya perdido una pierna, pero todavía tengo la ventaja. Seńorita Tiffany Hollowbrain".
RM_71ec54e6-22c2-445d-8ef4-6aa58a282d15 = "ˇOlvídate de mí, John! ˇNo dejes que piratee el satélite!"
RM_65f1eabb-8303-476e-9744-54fe8b0b455d = "Muy bien, salgo Max. Has ganado".
RM_c875c933-e946-4907-a27a-374db5ab241d = "Es como mirarse en un espejo, żno? Solo tú ves a un ganador, mientras que yo veo a un patético perdedor".
RM_95e409b1-72e5-4e23-9ae8-321a5df85c07 = "Bueno, si me vas a matar, me gustaría quitarme los zapatos".
RM_1bd29d32-8c4b-4f6a-a5e9-a1cd6e4238ae = "Sí, está bien. Puedes morir con los pies cómodos. Somos hermanos, después de todo".
RM_c5adac15-979e-4f33-8022-6849ad2263c2 = "*explosión, alarmas a todo volumen*"
RM_a300d08f-978b-4931-a7bf-b1f45fe3915b = "ˇQué... atraparlo!"
RM_1a8a40b1-90af-4b45-932e-e6ba4e1c6c9e = "Ahora me atrapaste, John. Felicitaciones. Pero todo es tu culpa".
RM_e6c63e00-3c19-4206-a696-f288c62b1869 = "Tú eres el hermano mayor. Por cuatro minutos".
RM_af4e6993-3b81-4a9b-8903-75f1814ee084 = "Yo también quería aventuras. Quería artilugios. ˇQuería chicas con nombres estúpidos!"
RM_c74727c9-9056-4947-9c03-0b101b093889 = "Se acabó Max".
RM_28ac21b8-b56f-4ae6-9178-cf98211b97da = "*bomba sonando*"
RM_cd3f866b-fc54-4087-8742-4810bca0a195 = "ˇOh, ahora es John!"
RM_498ed947-65b9-4eb5-b0e6-0d1b1dc888aa = "<risa malvada>"
RM_fe939e58-ff08-4d6a-8372-d7e463625e22 = "VHS: Licencia de matrimonio"
RM_8da8384a-28d2-4abd-a24b-b2085d1a3c8a = "Licencia de matrimonio"
RM_b08ee9aa-f8fa-454f-8dcf-f7e311162150 = "Josh se encuentra reunido con su ex esposa en la boda de su hija. ˇViejas chispas amenazan con encender y eclipsar a la novia en esta comedia alegre! 1984. Clasificación PG".
RM_c8600378-05f0-4b6e-9596-93f3324c4da8 = "Si alguien sabe alguna razón por la que Keith y Laura no estén casados..."
RM_de0a0c86-a8b2-4ea6-867b-9130372dcdab = "...habla ahora o calla para siempre".
RM_9ccdbcdd-7fda-49b0-9a50-cc050c7310ce = "Frank no tiene objeciones".
RM_1d5b9241-f729-43d1-a87b-b17f95e7fdfd = "ˇNo digas que no tengo objeciones!"
RM_2affc121-49e2-4cef-b3ec-093d8e8e5679 = "ˇSabía que tenías una objeción!"
RM_a1724a4b-e3b2-41b5-8b59-d19c3ee7f8f8 = "ˇNo tengo objeciones! Simplemente no quiero que digas que no tengo objeciones".
RM_094b91b3-78ea-43c0-8b0c-f859675febe3 = "Lo siento, vicario. Mamá y papá. Están divorciados".
RM_a709cf7e-c859-43cc-be67-5d121d02610a = "Hola, Frank. Bonito discurso. Me sorprende que no hayas mencionado..."
RM_83a8569e-7b98-4244-8e98-db97bb2e58dd = "...tu nueva Cossette como le hiciste a esa dama de honor con la que estabas coqueteando".
RM_0d342270-973c-4bd3-b1ef-513ed19b2ee0 = "Siempre fuiste entrometida. Cherry. Al menos antes de la cirugía plástica".
RM_1ee3b082-4221-4023-a048-db4dadc1a936 = "Espero que te guste un poco la sopa, Frank... <risita malvada>"
RM_bffbd7b8-bead-40b5-b960-dfd66e59891f = "ˇBreakdance de la abuela! ˇAlguien puso vodka en su sopa!"
RM_b27668c9-3406-4583-907a-022cee9daed6 = "Oh no..."
RM_e4e65c8d-1627-4bbc-9d8c-7ee6acd80817 = "ˇMamá, no lo hiciste!"
RM_ee64c2d1-b1e1-4b42-8211-1ecf25f94a89 = "ˇPensé que era la sopa de tu papá!"
RM_ee41b06f-54c0-4af0-9933-e533bb884fb7 = "ˇEso es todo! ˇUstedes dos resuelven sus diferencias, o no quiero volver a verlos nunca más!"
RM_4bc543f4-0e82-4b0a-9313-c502c55d81a1 = "Pasamos buenos momentos, żverdad, Frank? żPor qué volvimos a separarnos?"
RM_062a8d2c-6f78-4a92-b85f-6de6b3dd2e82 = "No podíamos soportar vernos".
RM_c63d0a32-0148-4bdf-993c-b080a3e07a20 = "żQué dices si lo intentamos de nuevo?"
RM_4706b791-df0e-48e3-ab12-037ac33d4204 = "żPara Laura?"
RM_d770f6a8-b2f8-4eff-ad24-189b5a1d5eaa = "Para nosotros".
RM_f48e1489-e08f-401f-8fef-e055c607e7ae = "VHS: El llanto de los zorros"
RM_c75c5b6d-a520-4747-b167-d6e9a5853ba2 = "El llanto de los zorros"
RM_3e43c429-11c8-4d7d-94e4-64e6ce92809a = "Un asesino en serie suelto. Un agente novato del FBI. Y el caníbal encarcelado al que debe acudir en busca de ayuda. La galardonada Harley Darren interpreta al agente especial Kerry Jones, con Caroline Unwin. como la aterradora Elizabeth Popper, también conocida como "The Eyepopper". 1989. Calificación R por violencia, temas de terror".
RM_f970512b-ba81-4268-8e09-65693bebe552 = "Catorce víctimas. Todos encontrados en iglesias con los ojos arrancados".
RM_cd7d32f6-ae38-4a3e-836f-1229e3a0395f = "El sello distintivo de Elizabeth Popper... excepto que está en prisión, de por vida".
RM_a9538806-4361-4f84-b4b5-567e5d949238 = "Seńorita Popper, soy el agente especial Kerry Jones..."
RM_c4a7fd16-2f26-43eb-aebd-b96af3a56239 = "Seńora Popper, por favor. Me gusta pensar que estoy casado..."
RM_11195821-8c0a-440f-acd8-6b29d002def8 = "...aunque le comí los ojos a mi esposo con una lata de frijoles y una rica cerveza."
RM_7d159fcf-f034-42c4-be55-dfb200c53ac2 = "Sra. Popper. żSabe por qué estoy aquí? Ha habido una serie de..."
RM_47c2c64d-6672-49f2-8320-b0f22aaed8e9 = "Cereza, con un toque de lima".
RM_70ece78b-63e6-4125-bdef-bbbf2dba05a4 = "żLo siento?"
RM_42305b43-dc1a-4ba5-9890-c8a806d39d97 = "El refresco gaseoso que acabas de beber. Dulce en la superficie, amargo por debajo".
RM_ed0f0faf-93c3-4160-b973-37e819420603 = "Sra. Popper, necesitamos su ayuda para encontrar..."
RM_536d4dcc-4fd9-4222-ad20-64e205d26a7b = "Crees que este asesino es uno de mis alumnos. Mis alumnos nunca serían tan descuidados".
RM_3b07b3c0-b198-40ec-b472-194b4e258d55 = "żDescuidado? Todas las escenas del crimen han sido completamente..."
RM_9d9fc4ba-58a9-4cca-aedd-83d7ef9400fa = "Estoy hablando de arte. Exhibición. Y este asesino ha sido... mediocre".
RM_af96ad90-2383-4292-8c70-be6cafbbe552 = "Te tiene justo donde te quiere. Está dentro de tu cabeza".
RM_b4f5dc53-284d-490a-942e-7fcf6bdccbd4 = "Eso no es cierto. Casi atrapamos al asesino".
RM_018831a9-f2ec-4c2b-942c-99e5cf2c2c6c = "*alarma a todo volumen* <gritos>"
RM_5ecb4878-8c58-48c2-9793-45231e055ff5 = "Hay arte... en los ojos saltones".
RM_1e91e511-67d6-4dc9-82e3-aeb422693bd8 = "Agente Jones. Escuché que recibió una medalla por capturar al asesino".
RM_f5bc43dd-0f2d-4ded-94dc-f6e578eab171 = "Pienso a menudo en tu historia sobre el llanto de los zorros".
RM_0c399451-64bc-45d1-aefb-07e57211392c = "Espero que ahora estén durmiendo bien".
RM_3c79347c-7001-411a-94ae-9713a8313433 = "*el teléfono suena*"
RM_68708156-443b-4a18-b825-0b6a1492bb99 = "VHS: Cosa Nostra"
RM_597f9b25-6664-454c-ac96-280f3b1aea6d = "Cosa Nostra"
RM_0017aa5b-fb16-47fb-a7ef-de5dc4e8c1c1 = "Jackie Milano siempre ha querido ser un gángster y ahora su sueńo se ha hecho realidad. Pero un atraco que organiza con su hermano Joe por orden de su jefe Paulie Ponzini sale mal y Jackie se ve obligado a tomar una dura decisión: su puesto en la mafia o su propio hermano. 1989. Clasificación R".
RM_05663413-2862-46e4-b880-0e597460fd28 = "Desde que era un nińo pequeńo, quería ser un hombre hecho".
RM_f373a3ca-bdc0-4bd1-97f9-2272a2897256 = "Mi hermano Joe y yo empezamos con dinero sucio para Paulie Ponzini".
RM_baddcfe8-b854-40a7-a1d6-05778e66d16f = "Y ahora vamos a robar la bolsa de Nueva York".
RM_b715a157-fe26-4f9a-a7e2-e7578c1d1bb9 = "ˇTodos al suelo! ˇEsto es un robo! ˇSolo queremos las acciones!"
RM_a29638c9-23d5-4476-b28c-e2aa30d9d768 = "El guardia. ˇOye, Jackie, el guardia!"
RM_310a6676-c577-4da7-b737-4dd044026482 = "Los hermanos Milano obtuvieron las acciones. Inversiones de grado A".
RM_e7ff3885-c9cd-49f4-8758-8cc71541713d = "El único problema es que el idiota del hermano Joe dijo el nombre de Jackie".
RM_31c3df16-d481-4c9e-8c69-55cadc4c2c92 = "ˇEs una emboscada! ˇPonzini nos tendió una trampa!"
RM_f212d902-37ea-4af9-99cc-249334de83d7 = "*disparos* *motor de coche rugiendo*"
RM_26dcd5db-b232-4250-ad01-312cfa88e4e0 = "ˇEse helicóptero los atraerá hacia nosotros! ˇOdio los helicópteros!"
RM_83a99baf-23ee-4609-b512-638be0319aa5 = "Jackie, se acabó. Entrega a Joe y conviértete en un hombre... o muere con él".
RM_078d644a-2657-43ee-b71a-f4507517d185 = "Prefiero ser un don nadie viviente que un hombre hecho con zapatos de cemento, Ponzini".
RM_405cde6a-d2e0-41b6-85e8-c70ef622d115 = "żNombres?"
RM_e4c90161-4e44-4dff-9627-50af582d328b = "Jackie Milano".
RM_e10b78c3-8664-4dde-9e3b-801b1d9aef99 = "Joe. Joe Milano".
RM_e16e2ff7-940e-4405-8fe6-e6e32f9c0d03 = "Bienvenidos al programa de protección de testigos, Jackie y Joe".
RM_b759e0f6-e7a3-4529-a716-f616f4f68fc6 = "VHS: El peligro en tu cama"
RM_26d01a02-6ce2-488b-951c-1fa12468b4cc = "El peligro en tu cama"
RM_44b7231c-fe2b-4f37-8ce5-168bf1b18336 = "Julie Goodbar intenta ser una buena esposa, pero a su esposo Liam no le importa. Controladora, degradante y violenta, Julie no ve otra salida que fingir su propia muerte y escapar. Pero el arrogante Liam sospecha la verdad y promete localizarla... 1992. Calificación R".
RM_5ced9a9d-0925-426b-9ffb-0605118762d4 = "Aquí tienes cuatro panqueques, carińo. Doblados como querías".
RM_b847ca73-79f1-4dc6-ba6a-a987378793d0 = "Pedí tres panqueques. żESTÁS TU CEREBRO ROTO?"
RM_30a53acd-0601-4cd5-9b05-84ec8b54d5df = "Voy a nadar, Liam".
RM_9d0798ab-dc4c-43d8-8750-d7f0dd3a915d = "żEstán lavados los platos? żMi traje planchado y listo?"
RM_0c97f01c-e610-4c97-9c1f-1ab9b6431a73 = "Sí".
RM_1a9fb815-88ba-4768-b1bc-169f586e2254 = "Entonces puedes irte".
RM_890eac5d-9b1e-4f04-9920-2a29981e0fc0 = "żHola? żPolicía? Mi esposa no está. Y acabo de encontrar una nota..."
RM_cd976a94-3307-470b-8d56-b2030ea735f6 = "Hola. Soy Jun Li. żEres nuevo en la ciudad?"
RM_02c63fec-6f73-4767-86d9-9cf2f2dcc1fa = "Sí. Me acabo de mudar. Mi nombre es... Lucy. żTe gustaría ir a tomar algo?"
RM_731e05f5-6fd6-46a3-9ce4-46aa69822881 = "Si no me escondo, mi esposo me encontrará. Y sé que me matará, Jun".
RM_5562cd7d-5397-4fe0-ba09-e69b0a019c38 = "Ya veo. Mientras estés aquí, estarás a salvo. Te lo prometo".
RM_b2e2b6b6-ea19-4968-91f5-83ddb5460ce2 = "żEsta es la persona por la que me dejaste, Julie? żEste don nadie de tres cifras?"
RM_e6ca0454-901a-4502-8a9e-be83b935779e = "*golpeando* <gritando>"
RM_75eb7d46-83ac-4ceb-a872-708d991259cf = "Ahora es el momento de cuidarte..."
RM_7c6298a2-ca84-4c07-97c7-c3dc5881a45b = "*disparo* <gemido>"
RM_479834b9-0504-438f-b13f-e8ba3142d163 = "Solo quería... panqueques..."
RM_df1100bc-2384-4f4e-a0d8-6cbeabefdb13 = "Se acabó... Siento que... mi vida empieza de nuevo".
RM_d063f5f5-5f28-4096-980f-43b0143bb28c = "No tendremos una casa grande ni mucho dinero, pero te amaré, ahora y siempre".
RM_2feed722-ac0c-450c-9eb4-a0f51b606082 = "VHS: Corazón de amor"
RM_9028903b-66b1-4667-a330-61bfbfdc6292 = "Corazón de amor"
RM_9dd60939-056e-4ed0-9a1c-7c09d97cc08c = "Un cobrador de deudas, Mark Loveheart, regresa a la pequeńa ciudad irlandesa en la que creció y usa sus habilidades en artes marciales para detener a un desarrollador y su banda de matones que se apoderan de la tierra para construir un desecho tóxico basurero. 1988. R."
RM_6d009155-bf2b-4726-9948-3251f2da6cc5 = "żEste muchacho te está molestando?"
RM_9817da91-965c-4753-8615-079ff3642dc9 = "De hecho, lo es".
RM_fa92ef87-17d3-46a8-8980-6b24723010d2 = "*golpeando*"
RM_efb41b59-288a-4271-88c0-6d2b43856efd = "Bueno, ahora no. Soy Mark Loveheart. żCómo te llamas?"
RM_2a735f97-b8a1-412d-9364-818f611866b5 = "Charlene. Mi turno ha terminado. Para siempre. żPuedes llevarme?"
RM_b30d1dc5-2e8e-44a3-b6c7-3c296afb204e = "Este Loveheart se está convirtiendo en una molestia. Golpeó a todos nuestros hombres".
RM_9109c670-ed17-48cd-8677-5e737ffc5802 = "A este ritmo, nuestro vertedero de desechos tóxicos nunca se construirá sobre el campo de fútbol".
RM_822fe2b9-91f4-4725-98ff-b3fbcff12188 = "Déjame Loveheart a mí. Conozco a un hombre que hará un trabajo rápido con él".
RM_fd2060bb-f074-498a-bbe0-4af1d59fc16f = "No puedes vivir así. Pelear y lastimar a la gente, por dinero".
RM_1734c695-18bd-4bb7-ab5f-4b6960f08007 = "ˇNo puedes JUZGARME!"
RM_a03ab77a-4ddb-4ab0-ae3e-9e92e262a191 = "Pequeńo bastardo Loveheart. No te interpondrás en nuestro camino".
RM_b0812724-2f96-4248-a48d-1c32f3a38278 = "Suelta el arma. Lucharemos como hombres".
RM_c99fe0d6-7f12-4ba2-9ec0-afc5d2423470 = "*puńetazos, patadas*"
RM_eb16d649-ebd2-4933-b057-5c210760555e = "Que tengas un buen día".
RM_068eb02a-1694-40a9-acc3-1cd6bcc2af35 = "Lamento haberte gritado Charlene".
RM_709d25f9-ce7c-467b-9c4b-32e76a0c9cf3 = "Has detenido a los desarrolladores y salvado la ciudad".
RM_25cffc23-d346-4ccc-9967-fef458b2b71b = "Así que te perdono, Loveheart".
RM_864f52d5-c503-42b8-b59b-5ac525c83979 = "Y así dejamos atrás la ciudad. En el bar dejé mi tarjeta".
RM_44986942-3218-432f-96e4-4a39e9ffcfae = ""Para cuando la ley no es lo suficientemente buena. Para cuando hay que doblar las reglas".
RM_675f4a26-8aa7-4199-b1ab-d3368ab2a134 = "Para cuando no quede nadie a quien acudir. Llama a Loveheart.""
RM_42a397cf-ee08-467a-b492-a11798781ead = "VHS: Escuadrón abajo"
RM_a4d20f57-81ce-4f3d-a8aa-8803a633c162 = "Escuadrón abajo"
RM_998297c3-e07d-4c23-9e69-6a20b03620e0 = "Un tenso thriller legal militar. El joven abogado de la Armada Buck Parlor debe descubrir la verdad detrás de un ejercicio de entrenamiento que dejó a tres marines muertos. 1992. Clasificación PG-13 por jurar".
RM_6e16e337-84d1-445e-bc73-e426349bc729 = "żY escuchaste las explosiones a las tres?"
RM_e591e41b-578b-4ce8-8e9b-88fcd4918106 = "Sí. Justo después del estallido de galimatías en la radio..."
RM_6b863fec-64ad-4d38-a36a-a19027a97aca = "No más preguntas, su seńoría".
RM_52ec48f4-06f9-4c49-a19a-847b9efd23db = "Coronel Downey, gracias por tomar la palabra".
RM_b1f64a44-eda4-41bd-8dbf-b432c9d4f358 = "Dices que no sabías que faltaban minas en el arsenal..."
RM_ca68f1fe-daf6-4163-8d66-74d8c99071e0 = "Por supuesto. Tenemos una gran base. Y el manifiesto ha sido alterado".
RM_d4f1abd5-b918-4e80-8c25-aad53e1bcdfa = "También las minas, coronel. Para ser detonadas por una onda de radio".
RM_fbdbe3f4-903b-4c33-9a54-5c3d64686947 = "No veo la relevancia".
RM_faa51cb6-c44c-4604-82db-b5036e0b4be0 = "Justo antes de que explotaran las minas, el cuartel general recibió un mensaje de radio confuso".
RM_2bdff761-83a7-4d66-8d14-7e525454dc09 = "Confundido para nosotros, eso es. Para una mina escuchando la frecuencia adecuada..."
RM_2c6b478a-c233-48a5-a086-a18fd75f7b5d = "...esta seńal decía... ˇDETONAR!"
RM_e3d57b44-19bd-4ab0-90a9-2199e48447ab = "Y encontramos el repetidor de radio, Coronel. En su habitación. ˇUsted envió la seńal!"
RM_2afbc8cd-510a-464f-85fe-5f7ea97ddea2 = "ˇTienes toda la razón! En la guerra pierdes hombres todos los días".
RM_916ac00c-3ade-4776-adb8-8f331baf7c3d = "Preparé al resto de los hombres para lo que es la guerra: ˇuna guerra real!"
RM_13e4ce67-54ed-4629-80df-b06ffd5f5939 = "Alguacil, arreste al coronel".
RM_82e38655-5c3f-453a-ac10-fc2b2660614f = "Descanso mi caso..."
RM_dd8e5a36-f247-4679-9808-923ec93f873f = "VHS: El regreso del Vigilante Nocturno"
RM_fd60ef8a-a45f-44e5-91a6-90da8a824f8b = "Regreso del Vigilante Nocturno"
RM_a5f9ab9b-ea24-495d-8733-bc6a1dba8d2c = "El Vigilante Nocturno regresa para luchar contra su mayor némesis: El Corredor de Bolsa. Con las calles de Porter City sumidas en el caos y los mercados bursátiles cada vez más altos, żserá capaz el Vigilante Nocturno de equilibrar la destrucción de la villanía con una vida sana? żeconomía de libre mercado? 1989. PG-13".
RM_fe20c080-8744-4799-8ddb-d788c2745806 = "No puedo golpearlo... ni siquiera puedo verlo... ˇse confunde con la noche!"
RM_cd58412c-5444-433c-a8db-a292d32fed16 = "ˇPero el Vigilante Nocturno está muerto!"
RM_34610f28-2d76-4804-aa01-53304e096b0c = "No. Solo estaba descansando y mirando... la noche".
RM_f7e8f19c-da14-4480-a9b8-c4dc745e4564 = "Hoo hoo hoo, las calles de Porter City nunca han estado peor..."
RM_74da3bfb-392a-451f-95b2-02c411ddbcb7 = "... ˇy mis ganancias nunca han sido tan altas! ˇHoo hoo hoo!"
RM_3aaa5e27-29ad-4911-ab27-ca064d2438c6 = "En realidad, corredor de bolsa, hice un análisis ROT simple..."
RM_365d43b3-9878-4bbc-b516-b41751e57e86 = "... y para fin de ańo, la tasa de criminalidad de Porter City afectará nuestro margen de ganancias".
RM_2db67ab5-be29-4fc8-9a67-e3129e924217 = "żEs así? Mi propio análisis encontró algo diferente".
RM_20c70fb5-4503-4998-a128-08ca05936d69 = "Pero no importa. Por cierto, toma ese portapapeles por mí, żquieres?"
RM_4342a825-f58b-4e71-b907-eca5fc010cc4 = "*gritos y chisporroteos eléctricos*"
RM_857399ae-8539-4f31-8967-7630f9171eb1 = "ˇHoo hoo hoo!"
RM_cbb85102-8175-4e54-bbcf-00c606edc6c5 = "Su reinado de terror ha terminado, corredor de bolsa. Envié su informe secreto..."
RM_82cb8ee7-8f84-4776-9e7e-08b57e6dd067 = "...a Porter City TV. El retorno de la inversión es nulo".
RM_831edecf-cb39-4d0c-b509-5dbab522751f = "ˇRegresarás arrastrándote cuando la economía se derrumbe sin mí!"
RM_c7cb1cf7-417c-4da8-b792-f031f67cd61e = "El corredor de bolsa en prisión. Tómalo como una pérdida para ti y una ganancia para la sociedad".
RM_b0155584-de0d-4164-a09d-62d579ba9cd3 = "Y seguiré vigilando... la noche..."
RM_be7dd9c6-9f32-427e-86eb-30194dc0fd15 = "VHS: El viaje radical de Fred y Ali"
RM_5a8fe786-d7b1-4060-8fff-11b8e17e32d4 = "El viaje radical de Fred y Ali"
RM_ce901b6c-76d0-4e49-9f5b-5f584c57ce62 = "Un viajero en el tiempo llamado Martin se les aparece a los estudiantes de secundaria Fred y Ali antes de una presentación importante y les dice que, si suspenden el examen, ˇserá el fin de la humanidad! Afortunadamente, Martin les permite Fred y Ali usan su máquina del tiempo para poder experimentar los temas de su examen de historia, ˇen la vida real! 1985. G".
RM_49ebb532-6970-4f7d-825b-5bd5b80ecfb6 = "Fred, me olvidé por completo de este gran informe histórico, amigo, ˇtendré que copiar el tuyo!"
RM_1e52481f-5ade-477c-932a-946383548f77 = "ˇPero Ali, me olvidé del informe!"
RM_10396ab6-3a5b-4fc4-acce-1825e137f523 = "*parpadeo eléctrico y deformación*"
RM_ab1f8419-f146-4e30-a2d4-8b270fbda493 = "ˇˇWoooah! żQuién diablos eres tú?"
RM_90466d56-5f25-4548-9fdc-3b60b200a796 = "Saludos. Soy Martin, del futuro. Si suspendes tu informe de historia..."
RM_55ade0c0-fb2d-42c8-bcbb-7454e50df658 = "... conducirá al fin del mundo. Pero está bien. Este artilugio es una máquina del tiempo".
RM_d2c3443a-e96e-496d-a00d-e99113642961 = "Y puede usarlo para retroceder en el tiempo y conocer a las personas en su informe".
RM_9eba9660-1b88-4f1e-88b0-45ae94aed278 = "ˇVaya! żDe verdad?"
RM_f45c6b35-2211-4433-9f93-15b9aa868139 = "*riff de guitarra*"
RM_59d9f4fa-e849-454f-9108-88ad13ceca3d = "ˇSe acerca la hora de la liberación del proletariado!"
RM_d1921a1b-60e4-4c90-bd91-6840ac6ba968 = "Oye Fred, żno es ese tipo Vladimir Linen de Rusia?"
RM_f2980293-ad6c-4142-a093-230d7f761b91 = "Soy el líder de la vanguardia del proletariado..."
RM_5e5ade86-aad3-4c4d-a769-a80c606f981e = "...y sin embargo debo admitir que este helado burgués es bastante sabroso..."
RM_3eb0e715-0013-461c-a8e3-80cc5804ada6 = "ˇOye Fred, mira, Cleopatra está haciendo caballitos locos!"
RM_a70b7449-1415-4a11-b64a-9a64368c4a68 = "ˇOye Ali, mira, el breakdance de Saladino!"
RM_ee92c33c-17ee-4945-ae5e-3416d8132cca = "Y así fue como Vladimir Linen, me refiero a Lenin, derrocó al Zar".
RM_0d89fdf8-99e6-4224-ac72-dd65ba5a3656 = "Y así luchó Saladino en las Cruzadas".
RM_c97589c5-7858-4e34-b335-90826b94ea87 = "Y así gobernó Cleopatra en Egipto".
RM_8962dd23-9bb3-4982-b606-17064ef8b710 = "ˇBien hecho, Fred y Ali! ˇExcelente para ambos!"
RM_7b57e2c3-94e3-4ead-b465-dd318eed18dd = "VHS: Perro Duende II"
RM_3db7eff6-f2ed-470d-937a-4375a97c6db5 = "Dog Goblin II: Masacre bávara"
RM_1d75c8d6-4f4b-4897-bc01-a9ddd04da676 = "No vuelvas a decir su nombre... Después de ser la única sobreviviente del encuentro de ella y sus amigos con el Perro Goblin en la Montańa Marea Sangrienta, Charity Copper se dirige a Alemania en busca de un bien- vacaciones ganadas. Pero cuando llega con sus nuevos amigos a un remoto pueblo alpino, un rumor sobre un extrańo descubrimiento en un pozo local es todo lo que la gente del pueblo puede hablar... R. 1991".
RM_c1fff93a-03cc-4068-a243-3ed996013df8 = "Claro que es bueno estar en Alemania después del ańo que he tenido".
RM_fba67587-cd4f-487b-b8f6-f060b2d4845d = "Cuatro de mis amigos destrozados por las garras electrificadas del Dog Goblin..."
RM_f8e4180b-011d-4003-8510-e5607d8b1b5f = "Sí, Charity. Me entristeció mucho escuchar eso".
RM_7dbc0a2a-e3dd-4c91-9f6b-eba1cd2ec7a0 = "Vamos a dejar de pensar en eso, żja? Esta noche disfrutemos de la vista de esta piscina iluminada por la luna..."
RM_9d9136a2-8f39-472a-aade-4228e56bf28b = "Ja. Dieter tiene razón. Hasta que todos los lugareńos hablan del extrańo descubrimiento..."
RM_c9d59c09-5cc9-4e4e-bba6-c7f30d14bf17 = "... en lo profundo del pozo del pueblo".
RM_dd41e22b-c919-4e5b-901e-fe60838a9a79 = "Oh, ja. El cadáver de una enorme criatura peluda con garras".
